* made with GMT mapproject command:  -Ju11/1:1e6 -R-120/-114/0/90 -C -F
* Fri Jul 11 10:17:56 CDT 2014
*        xUTM(m)       yUTM(m)      name
> flt.1
         331331.6561         4406417.1327           
         331333.6133         4406418.5185           
         331335.2929         4406420.1841           
         331336.9713         4406421.5710           
         331338.6509         4406423.2367           
         331340.3293         4406424.6236           
         331342.0077         4406426.0104           
         331343.6873         4406427.6761           
         331344.5248         4406427.9514           
         331345.9268         4406429.8970           
         331346.2067         4406430.1746           
         331346.4867         4406430.4522           
         331347.8875         4406432.1190           
         331349.2895         4406434.0646           
         331351.2464         4406435.4501           
         331351.5273         4406436.0062           
         331352.9279         4406437.6727           
         331354.0499         4406439.3407           
         331354.3380         4406441.5697           
         331354.6179         4406441.8473           
         331354.9002         4406442.6824           
         331356.3010         4406444.3493           
         331357.1431         4406445.7396           
         331357.4242         4406446.2960           
         331358.2663         4406447.6864           
         331358.5497         4406448.8003           
         331359.1119         4406449.9131           
         331359.4000         4406452.1421           
         331359.6820         4406452.9769           
         331359.9643         4406453.8121           
         331360.2523         4406456.0411           
         331360.5343         4406456.8760           
         331360.8187         4406458.2684           
         331361.3809         4406459.3811           
         331361.6655         4406460.7738           
         331362.2272         4406461.8861           
         331362.5152         4406464.1151           
         331362.8021         4406466.0653           
         331363.0890         4406468.0155           
         331363.3713         4406468.8507           
         331363.6593         4406471.0797           
         331363.9428         4406472.1936           
         331364.2248         4406473.0285           
         331364.5068         4406473.8633           
         331365.3487         4406475.2534           
         331365.6307         4406476.0883           
         331366.1929         4406477.2011           
         331366.4775         4406478.5938           
         331367.5995         4406480.2617           
         331367.8806         4406480.8181           
         331368.4428         4406481.9309           
         331368.7251         4406482.7660           
         331369.2872         4406483.8788           
         331369.5695         4406484.7140           
         331369.8492         4406484.9913           
         331370.1370         4406487.2200           
         331370.6988         4406488.3322           
         331370.9854         4406490.2822           
         331371.5476         4406491.3950           
         331371.8322         4406492.7876           
         331372.1121         4406493.0653           
         331372.3979         4406494.7367           
         331372.9600         4406495.8495           
         331373.2423         4406496.6846           
         331374.3620         4406497.7951           
         331374.6466         4406499.1878           
         331375.4887         4406500.5781           
         331375.7733         4406501.9708           
         331376.3355         4406503.0836           
         331376.6166         4406503.6400           
         331377.4587         4406505.0303           
         331377.7421         4406506.1442           
         331378.3043         4406507.2570           
         331378.5919         4406509.4855           
         331378.8797         4406511.7142           
         331379.7218         4406513.1046           
         331380.0041         4406513.9397           
         331380.8462         4406515.3301           
         331381.1319         4406517.0015           
         331381.9741         4406518.3919           
         331382.2563         4406519.2271           
         331382.8185         4406520.3398           
         331383.1049         4406522.2895           
         331383.3872         4406523.1247           
         331383.6750         4406525.3534           
         331383.9608         4406527.0249           
         331385.0828         4406528.6928           
         331385.3662         4406529.8067           
         331386.2083         4406531.1971           
         331386.4929         4406532.5898           
         331386.7752         4406533.4250           
         331387.0637         4406535.6545           
         331387.9058         4406537.0449           
         331388.1881         4406537.8800           
         331388.4703         4406538.7152           
         331388.7526         4406539.5503           
         331389.5945         4406540.9404           
         331389.8744         4406541.2180           
         331390.4366         4406542.3308           
         331390.7177         4406542.8872           
         331391.5598         4406544.2776           
         331391.8420         4406545.1127           
         331392.1243         4406545.9478           
         331392.4112         4406547.8981           
         331392.6911         4406548.1757           
         331392.9734         4406549.0108           
         331393.8155         4406550.4012           
         331394.0978         4406551.2364           
         331395.4086         4406552.7864           
         331395.5547         4406552.9590           
> flt.433
         331131.3601         4406204.3604           
         331131.3578         4406203.8070           
         331131.3485         4406201.5727           
         331131.3371         4406198.7852           
         331130.4908         4406196.2803           
         331130.2012         4406193.4946           
         331129.6390         4406192.3818           
         331129.6274         4406189.5941           
         331129.6216         4406188.2003           
         331128.4972         4406185.9748           
         331127.6509         4406183.4699           
         331126.8051         4406180.9655           
         331126.7992         4406179.5717           
         331126.2359         4406178.1801           
         331125.9455         4406175.3936           
         331124.5424         4406173.1692           
         331123.4180         4406170.9437           
         331122.5715         4406168.4385           
         331121.7247         4406165.9331           
         331120.5992         4406163.4288           
         331119.4748         4406161.2033           
         331118.3509         4406158.9783           
         331117.7817         4406156.1929           
         331117.1926         4406154.6778           
         331116.6434         4406153.2653           
> flt.434
         330499.6531         4405901.7352           
         330499.6894         4405902.0845           
         330499.9179         4405904.2816           
         330500.4724         4405905.3794           
         330501.5820         4405907.5755           
         330502.4168         4405910.0471           
         330502.7034         4405912.7968           
         330502.7149         4405915.5477           
         330503.0007         4405918.2966           
         330504.1102         4405920.4927           
         330504.1160         4405921.8682           
         330504.9456         4405922.9648           
         330505.2257         4405924.3383           
         330506.0610         4405926.8104           
         330506.6225         4405929.5587           
         330506.9090         4405932.3084           
         330507.7400         4405933.6804           
         330508.8504         4405936.1514           
         330509.9597         4405938.3472           
         330510.7953         4405940.8196           
         330511.9048         4405943.0157           
         330512.7404         4405945.4880           
         330513.8511         4405947.9592           
         330515.2357         4405950.1542           
         330516.8954         4405952.3480           
         330517.4513         4405953.7212           
         330518.5619         4405956.1924           
         330519.6714         4405958.3885           
         330520.7810         4405960.5846           
         330522.1663         4405962.7804           
         330524.1013         4405964.9734           
         330525.4870         4405967.4434           
         330527.4218         4405969.6361           
         330529.0815         4405971.8299           
         330529.9136         4405973.4770           
         330531.8484         4405975.6697           
         330534.0587         4405977.8618           
         330534.6137         4405978.9601           
         330536.2734         4405981.1539           
         330538.4833         4405983.3455           
         330539.5859         4405983.8911           
         330540.4158         4405984.9880           
         330541.2514         4405987.4603           
         330541.8125         4405990.2084           
         330543.4718         4405992.4017           
         330545.4063         4405994.5941           
         330546.7909         4405996.7890           
         330548.7257         4405998.9817           
         330550.9328         4406000.6225           
         330553.1416         4406002.5390           
         330555.3503         4406004.4554           
         330557.0100         4406006.6493           
         330558.6697         4406008.8431           
         330560.6033         4406010.7607           
         330562.8132         4406012.9522           
         330564.7468         4406014.8698           
         330566.9567         4406017.0614           
         330567.2375         4406018.4356           
         330568.0673         4406019.5326           
         330570.2772         4406021.7241           
         330571.9369         4406023.9179           
         330574.1468         4406026.1095           
         330575.2563         4406028.3056           
         330576.0953         4406031.6032           
         330577.4799         4406033.7982           
         330577.7665         4406036.5479           
         330578.8760         4406038.7440           
         330578.8870         4406041.4943           
         330578.8982         4406044.2450           
         330579.4530         4406045.3430           
         330581.1138         4406047.8119           
         330582.2279         4406051.1084           
         330582.7895         4406053.8570           
         330583.0759         4406056.6064           
         330583.9112         4406059.0785           
         330584.4728         4406061.8271           
         330584.7592         4406064.5766           
         330585.5947         4406067.0489           
         330585.6060         4406069.7995           
         330585.6174         4406072.5504           
         330585.0718         4406073.6530           
         330585.3584         4406076.4028           
         330585.3698         4406079.1537           
         330586.2054         4406081.6260           
         330586.2166         4406084.3766           
         330586.2283         4406087.1278           
         330585.9659         4406090.1549           
         330585.9773         4406092.9057           
         330586.2639         4406095.6555           
         330585.9993         4406098.4064           
         330585.4526         4406099.5077           
         330585.4640         4406102.2586           
         330585.4755         4406105.0095           
         330585.4867         4406107.7601           
         330585.2231         4406110.5121           
         330584.9592         4406113.2638           
         330584.4205         4406116.0170           
         330584.4304         4406118.7660           
         330584.4418         4406121.5169           
         330584.4533         4406124.2678           
         330584.4647         4406127.0186           
         330584.4762         4406129.7695           
         330585.0310         4406130.8676           
         330585.3173         4406133.6170           
         330585.6038         4406136.3668           
         330586.1597         4406137.7399           
         330586.1712         4406140.4908           
         330586.4577         4406143.2405           
         330587.0123         4406144.3383           
         330587.8472         4406146.8098           
         330588.9564         4406149.0057           
         330588.9622         4406150.3811           
         330588.6985         4406153.1332           
         330588.9794         4406154.5074           
         330590.0909         4406157.2535           
         330590.9263         4406159.7255           
         330591.2128         4406162.4753           
         330591.7742         4406165.2236           
         330592.0606         4406167.9731           
         330592.6153         4406169.0711           
         330592.6268         4406171.8220           
         330593.4624         4406174.2943           
         330593.7482         4406177.0433           
         330594.3096         4406179.7916           
         330594.5962         4406182.5413           
         330595.4311         4406185.0129           
         330596.8157         4406187.2078           
         330597.6521         4406189.9550           
         330598.4877         4406192.4273           
         330599.5972         4406194.6235           
         330600.4324         4406197.0953           
         330601.5414         4406199.2908           
         330602.9256         4406201.4853           
         330603.7611         4406203.9576           
         330604.5967         4406206.4300           
         330605.4325         4406208.9026           
         330606.8171         4406211.0976           
         330607.6527         4406213.5699           
         330609.5875         4406215.7626           
         330610.6982         4406218.2338           
         330612.6329         4406220.4265           
         330613.4690         4406222.8994           
         330614.5787         4406225.0958           
         330616.2391         4406227.2904           
         330616.9588         4406228.7149           
         330617.3489         4406229.4868           
         330617.3546         4406230.8623           
         330617.9094         4406231.9603           
         330617.9151         4406233.3358           
         330618.4767         4406236.0843           
         330619.0383         4406238.8329           
         330619.6002         4406241.5818           
         330620.1621         4406244.3306           
         330619.8994         4406247.0837           
         330621.0100         4406249.5549           
         330621.8456         4406252.0273           
         330622.4075         4406254.7762           
         330622.6940         4406257.5259           
         330623.2502         4406258.8993           
         330624.0857         4406261.3717           
         330624.0974         4406264.1228           
         330624.6533         4406265.4959           
         330624.3840         4406266.8725           
         330625.2207         4406269.6200           
         330625.7821         4406272.3683           
         330626.6177         4406274.8406           
         330626.6291         4406277.5915           
         330626.3655         4406280.3435           
         330626.6521         4406283.0933           
         330626.9386         4406285.8430           
         330626.9501         4406288.5939           
         330627.2361         4406291.3431           
         330627.5225         4406294.0925           
         330627.2588         4406296.8446           
         330627.2701         4406299.5952           
         330627.2808         4406302.3452           
         330627.0172         4406305.0973           
         330626.4785         4406307.8504           
         330626.2144         4406310.6019           
         330625.6686         4406311.7043           
         330625.6743         4406313.0797           
         330625.6855         4406315.8303           
         330625.6965         4406318.5806           
         330625.7075         4406321.3310           
         330625.9941         4406324.0807           
         330626.5555         4406326.8290           
         330626.5611         4406328.2576           
         330626.5663         4406329.5791           
         330626.5777         4406332.3300           
         330626.5892         4406335.0809           
         330626.8757         4406337.8306           
         330627.4374         4406340.5792           
         330627.7239         4406343.3289           
         330627.4601         4406346.0806           
         330627.4711         4406348.8310           
         330627.7576         4406351.5807           
         330627.7695         4406354.3321           
         330627.5059         4406357.0842           
         330627.5174         4406359.8350           
         330628.0721         4406360.9331           
         330628.3589         4406363.6831           
         330628.6454         4406366.4328           
         330628.9320         4406369.1826           
         330629.4925         4406371.9298           
         330629.4988         4406373.4708           
         330629.5037         4406374.6804           
         330629.7902         4406377.4301           
         330630.0768         4406380.1799           
         330630.0883         4406382.9307           
         330630.0995         4406385.6813           
         330630.6609         4406388.4297           
         330630.9472         4406391.1791           
         330630.9584         4406393.9297           
         330631.2448         4406396.6792           
         330631.5313         4406399.4289           
         330632.0929         4406402.1775           
         330632.1044         4406404.9284           
         330632.3909         4406407.6781           
         330632.1273         4406410.4301           
         330632.6890         4406413.1787           
         330632.9748         4406415.9276           
         330632.9863         4406418.6785           
         330633.2728         4406421.4283           
         330633.5594         4406424.1780           
         330633.8459         4406426.9277           
         330634.1325         4406429.6774           
         330634.4188         4406432.4269           
         330634.1551         4406435.1789           
         330634.4360         4406436.5532           
         330634.4474         4406439.3041           
         330634.1838         4406442.0561           
         330633.6396         4406443.4341           
         330633.6515         4406446.1855           
         330633.1073         4406447.5635           
         330633.1130         4406448.9390           
         330632.8494         4406451.6910           
         330632.8609         4406454.4419           
         330633.1474         4406457.1916           
         330634.8078         4406459.3863           
         330634.9505         4406460.0848           
         330635.3694         4406462.1348           
         330636.2050         4406464.6072           
         330636.4915         4406467.3569           
         330636.5030         4406470.1078           
         330636.7895         4406472.8575           
         330637.9002         4406475.3287           
         330637.9976         4406475.8056           
         330638.4616         4406478.0770           
         330638.4731         4406480.8279           
         330638.7594         4406483.5774           
         330639.3210         4406486.3260           
         330639.8824         4406489.0743           
         330640.1690         4406491.8240           
         330640.4555         4406494.5737           
         330640.9113         4406496.8040           
         330641.0172         4406497.3223           
         330641.5786         4406500.0706           
         330642.1402         4406502.8192           
         330642.4268         4406505.5690           
         330642.9884         4406508.3176           
         330643.5500         4406511.0661           
         330644.3856         4406513.5385           
         330645.4894         4406514.3592           
         330645.5008         4406517.1100           
         330646.0625         4406519.8586           
         330646.3490         4406522.6084           
         330647.4585         4406524.8045           
         330647.4654         4406526.4550           
         330648.0225         4406528.1032           
         330648.0362         4406531.4043           
         330648.0500         4406534.7053           
         330649.1618         4406537.4516           
         330650.2736         4406540.1979           
         330650.2874         4406543.4990           
         330650.3016         4406546.8006           
         330650.3153         4406550.1016           
         330650.8701         4406551.1997           
         330650.8769         4406552.8502           
         330650.8907         4406556.1513           
         330650.9049         4406559.4529           
         330650.9187         4406562.7539           
         330650.9324         4406566.0550           
         330650.9462         4406569.3560           
         330651.5009         4406570.4541           
         330651.5078         4406572.1046           
         330652.0626         4406573.2027           
         330652.0694         4406574.8532           
         330653.1790         4406577.0493           
         330654.2885         4406579.2454           
         330654.3027         4406582.5470           
         330654.3169         4406585.8486           
         330654.3307         4406589.1497           
         330655.4397         4406591.3453           
         330655.4466         4406592.9958           
         330656.0013         4406594.0938           
         330656.0146         4406597.3943           
         330656.4498         4406598.2557           
         330656.5694         4406598.4924           
         330656.5763         4406600.1429           
         330657.6881         4406602.8892           
         330657.6950         4406604.5398           
         330657.7087         4406607.8408           
         330657.7180         4406610.0808           
         330657.7225         4406611.1419           
         330658.2772         4406612.2399           
         330658.2841         4406613.8904           
         330658.2979         4406617.1915           
         330658.3116         4406620.4926           
         330657.7660         4406621.5952           
         330657.7729         4406623.2457           
         330657.7866         4406626.5468           
         330658.3414         4406627.6448           
         330658.3483         4406629.2954           
         330658.3611         4406632.5953           
         330658.3744         4406635.8958           
         330658.3882         4406639.1969           
         330658.4019         4406642.4979           
         330658.4120         4406645.0132           
         330658.4152         4406645.7985           
         330658.4280         4406649.0984           
         330658.4418         4406652.3995           
         330658.9984         4406654.0472           
         330659.0052         4406655.6977           
         330659.0185         4406658.9982           
         330658.4729         4406660.1008           
         330658.4858         4406663.4008           
         330658.4995         4406666.7019           
         330658.5133         4406670.0029           
         330659.0680         4406671.1010           
         330659.0799         4406674.3999           
         330659.6347         4406675.4979           
         330659.6416         4406677.1484           
         330659.6553         4406680.4495           
         330659.6691         4406683.7506           
         330659.1235         4406684.8532           
         330659.1372         4406688.1543           
         330659.1510         4406691.4553           
         330659.7058         4406692.5534           
         330659.7126         4406694.2039           
         330659.7264         4406697.5049           
         330660.2834         4406699.1532           
         330661.3861         4406699.6988           
         330661.3930         4406701.3493           
         330662.5025         4406703.5454           
         330662.5093         4406705.1959           
         330663.6189         4406707.3921           
         330663.6257         4406709.0426           
         330664.7353         4406711.2387           
         330665.8452         4406713.4354           
         330665.8553         4406715.0897           
         330666.4087         4406716.1861           
         330666.4225         4406719.4872           
         330666.9772         4406720.5852           
         330668.0867         4406722.7814           
         330668.9886         4406724.5665           
         330669.1963         4406724.9775           
         330669.2041         4406726.6291           
         330669.7593         4406727.7277           
         330669.7666         4406729.3787           
         330670.3237         4406731.0270           
         330671.9834         4406733.2208           
         330671.9902         4406734.8713           
         330672.5455         4406735.9699           
         330673.6550         4406738.1660           
         330674.7645         4406740.3622           
         330675.8736         4406742.5578           
         330677.5332         4406744.7516           
         330679.1929         4406746.9454           
         330680.3034         4406749.1426           
         330681.4065         4406749.6887           
         330682.5211         4406752.9857           
         330683.6260         4406754.0815           
         330685.2857         4406756.2753           
         330685.3894         4406756.3782           
         330687.4955         4406758.4669           
         330689.7059         4406760.6590           
         330691.3656         4406762.8528           
         330691.9203         4406763.9508           
         330693.0230         4406764.4964           
         330694.1329         4406766.6931           
         330695.7926         4406768.8869           
         330696.3474         4406769.9850           
         330697.4500         4406770.5306           
         330699.1097         4406772.7244           
         330699.1166         4406774.3749           
         330701.3265         4406776.5665           
         330702.9862         4406778.7603           
         330704.6459         4406780.9541           
         330706.3060         4406783.1485           
         330706.3134         4406784.7995           
         330706.8681         4406785.8976           
         330709.0757         4406787.5390           
         330710.1783         4406788.0846           
         330710.7331         4406789.1826           
         330712.9384         4406790.2738           
         330713.4931         4406791.3719           
         330714.9053         4406793.2385           
         330716.5872         4406795.4617           
         330717.7116         4406797.6873           
         330718.2738         4406798.8000           
         330718.5644         4406801.5868           
         330719.1336         4406804.3722           
         330719.9815         4406807.1564           
         330720.5509         4406809.9421           
         330721.3979         4406812.4478           
         330721.9612         4406813.8393           
         330722.2519         4406816.6262           
         330723.0988         4406819.1319           
         330723.9456         4406821.6373           
         330724.6591         4406823.2249           
         330725.0711         4406824.1416           
         330725.6403         4406826.9270           
         330726.4871         4406829.4325           
         330727.0565         4406832.2181           
         330727.3468         4406835.0047           
         330727.6372         4406837.7912           
         330728.2064         4406840.5766           
         330729.0545         4406843.3611           
         330729.9025         4406846.1453           
         330729.9143         4406848.9333           
         330730.4837         4406851.7190           
         330731.0531         4406854.5046           
         330731.8998         4406857.0101           
         330732.1902         4406859.7966           
         330733.0382         4406862.5808           
         330733.6089         4406865.6455           
         330733.6208         4406868.4335           
         330733.3536         4406871.2224           
         330733.3652         4406874.0101           
         330733.6568         4406877.0754           
         330734.5035         4406879.5809           
         330735.0727         4406882.3662           
         330735.3647         4406885.4321           
         330735.3763         4406888.2198           
         330735.3884         4406891.0081           
         330735.4002         4406893.7961           
         330735.1331         4406896.5849           
         330735.1459         4406899.6514           
         330735.0643         4406900.5031           
         330734.8787         4406902.4403           
         330734.3330         4406905.2306           
         330733.5083         4406908.0217           
         330733.2412         4406910.8106           
         330734.0879         4406913.3161           
         330735.2135         4406915.8204           
         330736.0604         4406918.3261           
         330736.0725         4406921.1143           
         330736.3629         4406923.9009           
         330736.3748         4406926.6889           
         330736.6651         4406929.4754           
         330736.6768         4406932.2631           
         330737.2270         4406933.3521           
         330737.8016         4406934.4892           
         330738.3715         4406937.2754           
         330738.9406         4406940.0608           
         330739.2252         4406941.4535           
         330740.0661         4406942.5651           
         330740.9155         4406945.6283           
         330741.2058         4406948.4149           
         330741.4962         4406951.2014           
         330742.0654         4406953.9868           
         330742.6345         4406956.7722           
         330742.9249         4406959.5587           
         330742.9368         4406962.3467           
         330742.9484         4406965.1344           
         330742.9602         4406967.9224           
         330742.9723         4406970.7107           
         330743.2627         4406973.4972           
         330743.5531         4406976.2837           
         330743.8435         4406979.0703           
         330744.1341         4406981.8571           
         330744.4245         4406984.6437           
         330744.4363         4406987.4316           
         330744.4479         4406990.2193           
         330745.0171         4406993.0047           
         330745.0287         4406995.7924           
         330745.0408         4406998.5807           
         330745.0528         4407001.3689           
         330744.7857         4407004.1578           
         330744.2398         4407006.9478           
         330743.9726         4407009.7367           
         330743.4267         4407012.5267           
         330743.1595         4407015.3156           
         330743.1711         4407018.1033           
         330743.1827         4407020.8910           
         330743.1944         4407023.6787           
         330743.2060         4407026.4664           
         330743.7754         4407029.2521           
         330744.0660         4407032.0389           
         330744.6284         4407033.1519           
         330744.6342         4407034.5458           
         330745.4810         4407037.0512           
         330746.3298         4407039.8366           
         330747.1768         4407042.3423           
         330747.7460         4407045.1277           
         330747.9989         4407046.3653           
         330748.3154         4407047.9133           
         330748.8850         4407050.6993           
         330749.4551         4407053.4857           
         330750.8594         4407055.7115           
         330751.7061         4407058.2169           
         330752.5541         4407061.0011           
         330753.1232         4407063.7865           
         330753.6924         4407066.5719           
         330754.8179         4407069.0762           
         330755.1027         4407070.4692           
         330756.7853         4407072.6932           
         330758.1892         4407074.9184           
         330759.3147         4407077.4227           
         330760.4416         4407080.2060           
         330762.1250         4407082.4308           
         330762.4105         4407083.8246           
         330763.8150         4407086.3280           
         330764.6634         4407089.1128           
         330765.2326         4407091.8982           
         330765.8017         4407094.6836           
         330766.9272         4407097.1879           
         330767.7742         4407099.6936           
         330768.6212         4407102.1993           
         330769.7472         4407104.7042           
         330770.8728         4407107.2084           
         330771.9983         4407109.7127           
         330773.4026         4407112.2159           
         330773.9648         4407113.3286           
         330773.9706         4407114.7225           
         330774.8174         4407117.2279           
         330774.9544         4407117.9641           
         330775.3877         4407120.2921           
         330775.9573         4407123.0780           
         330776.2479         4407125.8648           
         330776.2609         4407128.6542           
         330776.2730         4407131.4424           
         330776.5634         4407134.2290           
         330777.4136         4407137.5707           
         330777.4255         4407140.3587           
         330777.7103         4407141.7517           
         330778.5513         4407142.8633           
         330779.3983         4407145.3690           
         330779.8653         4407147.6547           
         330779.9674         4407148.1544           
         330780.2580         4407150.9412           
         330780.2699         4407153.7292           
         330780.2824         4407156.5180           
         330780.8518         4407159.3037           
         330780.8576         4407160.6975           
         330779.4731         4407162.9335           
         330779.2061         4407165.7226           
         330778.1022         4407168.2370           
         330777.2763         4407170.7495           
         330777.2494         4407170.8314           
         330776.4505         4407173.2619           
         330775.3458         4407175.7755           
         330773.9613         4407178.0114           
         330772.5767         4407180.2474           
         330770.9134         4407182.4845           
         330769.2501         4407184.7217           
         330767.3068         4407186.6812           
         330765.0836         4407188.3631           
         330762.8616         4407190.3238           
         330761.6032         4407191.1180           
         330760.7647         4407191.6473           
         330760.6377         4407191.7275           
         330759.5273         4407192.8471           
         330759.5272         4407192.8472           
> flt.435
         329967.3443         4405888.7193           
         329969.3032         4405890.6617           
         329969.8651         4405891.7742           
         329971.8253         4405893.9957           
         329973.5072         4405896.2189           
         329975.1892         4405898.4421           
         329977.4286         4405900.6630           
         329979.1105         4405902.8862           
         329980.5130         4405905.1097           
         329981.9161         4405907.3341           
         329983.5980         4405909.5573           
         329985.8372         4405911.7779           
         329986.6835         4405914.2828           
         329987.8102         4405917.0658           
         329988.9344         4405919.2911           
         329989.7811         4405921.7965           
         329990.9055         4405924.0221           
         329990.9113         4405925.4159           
         329991.4735         4405926.5287           
         329992.3203         4405929.0341           
         329992.8894         4405931.8195           
         329994.0138         4405934.0450           
         329994.0194         4405935.4386           
         329994.5816         4405936.5514           
         329995.9847         4405938.7757           
         329997.1091         4405941.0012           
         329998.5134         4405943.5044           
         329998.7980         4405944.8971           
         330000.4799         4405947.1203           
         330001.3280         4405949.9048           
         330002.7312         4405952.1291           
         330003.5779         4405954.6346           
         330004.7021         4405956.8598           
         330006.6623         4405959.0813           
         330008.3442         4405961.3045           
         330010.0259         4405963.5274           
         330011.9866         4405965.7495           
         330013.9496         4405968.5290           
         330016.1886         4405970.7494           
         330018.1493         4405972.9714           
         330019.8312         4405975.1946           
         330021.7916         4405977.4164           
         330023.4735         4405979.6396           
         330025.7130         4405981.8604           
         330027.6737         4405984.0825           
         330028.2356         4405985.1950           
         330030.1963         4405987.4170           
         330031.5994         4405989.6414           
         330033.5601         4405991.8634           
         330035.2418         4405994.0863           
         330036.6450         4405996.3107           
         330038.3269         4405998.5339           
         330040.0088         4406000.7571           
         330041.9695         4406002.9791           
         330043.3726         4406005.2035           
         330044.4965         4406007.4284           
         330045.6207         4406009.6537           
         330047.0238         4406011.8781           
         330047.7445         4406013.3046           
         330048.1479         4406014.1033           
         330048.7388         4406015.8516           
         330048.9947         4406016.6087           
         330050.1191         4406018.8343           
         330051.8010         4406021.0575           
         330052.6478         4406023.5629           
         330053.7721         4406025.7884           
         330054.8967         4406028.0142           
         330056.5786         4406030.2374           
         330057.9830         4406032.7406           
         330058.2675         4406034.1332           
         330059.1085         4406035.2448           
         330060.7904         4406037.4680           
         330062.1935         4406039.6924           
         330063.3179         4406041.9179           
         330064.4435         4406044.4222           
         330065.5695         4406046.9271           
         330066.6938         4406049.1526           
         330067.5418         4406051.9368           
         330068.3897         4406054.7210           
         330069.5140         4406056.9465           
         330069.5259         4406059.7345           
         330070.9290         4406061.9589           
         330072.0534         4406064.1844           
         330073.1794         4406066.6892           
         330073.7488         4406069.4749           
         330074.8746         4406071.9795           
         330075.0056         4406072.2387           
         330075.9989         4406074.2050           
         330077.6811         4406076.4285           
         330079.0842         4406078.6528           
         330080.4874         4406080.8772           
         330080.4932         4406082.2710           
         330082.4536         4406084.4928           
         330083.0156         4406085.6053           
         330084.1341         4406086.4369           
         330085.3220         4406087.3200           
         330086.3706         4406088.0995           
         330088.3313         4406090.3215           
         330090.0132         4406092.5447           
         330091.9729         4406094.7656           
         330093.3772         4406097.2688           
         330094.7804         4406099.4931           
         330096.1833         4406101.7172           
         330097.5274         4406103.8481           
         330099.2094         4406106.0712           
         330101.1689         4406108.0145           
         330103.1296         4406110.2366           
         330104.8115         4406112.4597           
         330106.2146         4406114.6841           
         330108.1765         4406117.1849           
         330109.8584         4406119.4081           
         330111.5405         4406121.6316           
         330113.2224         4406123.8548           
         330114.3468         4406126.0803           
         330115.7500         4406128.3047           
         330117.1531         4406130.5290           
         330117.7148         4406131.6412           
         330119.9543         4406133.8621           
         330121.3574         4406136.0865           
         330122.4839         4406138.8693           
         330123.6080         4406141.0945           
         330124.1702         4406142.2073           
         330126.4097         4406144.4281           
         330128.0916         4406146.6513           
         330129.4952         4406148.8762           
         330130.6198         4406151.1020           
         330131.7384         4406151.9337           
         330132.8651         4406154.7168           
         330134.5470         4406156.9400           
         330135.9501         4406159.1643           
         330137.3528         4406161.3881           
         330139.5911         4406163.3302           
         330141.8294         4406165.2723           
         330144.0688         4406167.4932           
         330146.0295         4406169.7153           
         330147.9902         4406171.9373           
         330150.2322         4406174.7160           
         330152.4703         4406176.6578           
         330154.1522         4406178.8810           
         330155.8334         4406181.1034           
         330158.0724         4406183.3237           
         330159.7543         4406185.5469           
         330161.4362         4406187.7701           
         330161.9982         4406188.8826           
         330164.2376         4406191.1035           
         330166.4759         4406193.0456           
         330168.4366         4406195.2676           
         330170.3961         4406197.2109           
         330172.3568         4406199.4329           
         330174.3166         4406201.6539           
